id,puzzle,solution,clues,difficulty
640,14..........82.9..........7..2.9.6.....5463...37...4..7..2........3....5321..4...,149675823573821946286439517452793681918546372637182459795268134864317295321954768,24,1.2
641,....2......41......56..3....9..76.32..7..5..1.3...29..8.......517..5...8......61.,318524796924167853756983124491876532287395461635412987869241375173659248542738619,25,2.7
642,8.....2.....9....51..84....4...3.56...2....3..156...8......495...1.597...4....6..,896573241234916875157842396478231569962485137315697482723164958681359724549728613,26,0.0
643,.2...37....8...96.............34..867...1...4..5...2..3..52.......8.9......4.6...,529683741148752963673194852912347586786215394435968217394521678261879435857436129,22,0.0
644,3.4.2.....5.7...2......945.....4.1.......37..1....6....8.5..3..6..8.2...7...6.9..,314625897859714623267389451573248169926153748148976235482597316691832574735461982,24,0.0
645,5..81........3759..1..9.2..4...2.9..7..5..8.......4.....89..73.3.5....1.19.......,579812346824637591613495278486123957731569824952784163268941735345278619197356482,26,0.0
646,9.....2...8.1....33..42..6.2..6.1..5.7.......6..37..28........6..85..1......9..82,967853214482167953351429867243681795875942631619375428594218376728536149136794582,26,3.0
647,......1..1.4..2..8..9.......6..83...4..1...7.....453.2..3....5.2.1.3...9..8.1..2.,326897145174352968589461237962783514435129876817645392693278451241536789758914623,25,0.0
648,48...1...1.769.....6...........2.......81...7.....6325.....82.3...46..9.59...3...,485231769137694852269587134754329618326815947918746325641958273873462591592173486,25,1.4
649,3.......1.8..3.7...62..85....197..65.......74...2.6...5..7.........1..2......2..8,359427681184635792762198543241973865936851274875246139523789416698514327417362958,24,2.1
650,.3..4..76..27.9...7......4...5.....41.4......9..2....1...1..9.......3.2..7..8..3.,539841276842769513716325849325618794164597382987234651453172968698453127271986435,23,1.6
651,.3..854.9.4.....2..6.29....5.2......49.........8.2..13......1.21...7..6.....5.3..,231685479849731625765294831512863794493517286678429513387946152154372968926158347,25,0.0
652,7.....13.3......9.25.7....8....1.9.....27.6....1..3.....8..9..4.2.54...........5.,786954132314862597259731468842615973935278641671493825568329714127546389493187256,23,2.8
653,2..1.........4..69..5.2......14.7....6..3.51........4...2....56.147.8..2..8......,286179435173845269945623781851467923467932518329581647792314856614758392538296174,24,2.0
654,..51..6.4....8.5.9....97......9...6.6.2.........8.24.5.4.....3.79..5...2..8......,985123674137486529426597183814935267652714398379862415541278936793651842268349751,24,2.2
655,....32.....69...1.2.4...69...52......9..7.5.8.3...4....79..6.52..............5..6,917632485356948217284751693745289361692173548138564729479316852561827934823495176,24,0.0
656,2.5..8.3....13..9.....4..2.9.24...53..1.7.......2.........8...64.3...8.585..9....,275968431648132597319547628982416753531879264764253189127385946493621875856794312,26,0.0
657,.8.4..72......9......1683...38....1.1......6.5..6.....7.....2...4..3...7..1..4..5,986453721413729856257168349638547912174392568592681473769815234845236197321974685,24,1.2
658,.7..2....5..9.4....4..37...19...2.5...6.5.2..2.....1..9...6..1..5.....83...4....6,379826541562914837841537692197642358436158279285379164928763415654291783713485926,25,3.5
659,...8.25...3...479.........86..5....49.........8.....39.48....6..9.1...2.5....98..,479832516831654792256971348623597184914283657785416239148725963397168425562349871,24,0.0
660,.9.....28.3.....4...5.........72.1.6.7.9.......93.............9.86.3...14....8.7.,194563728237819645865472913348725196672981534519346287723154869986237451451698372,22,0.0
661,........3......14.6..28.9..7....162...86......2........5...4....7..16...2...9..74,987145263532967148614283957745831629198672435326459781859724316473516892261398574,23,1.4
662,6..43..72.....241.7..1..6....3.8...6.6..4.3.........5.8.....2.9..9......52..6..8.,681435972935672418742198635453287196168549327297316854816753249379824561524961783,26,2.1
663,.24......1..5.....6......2.8.3..65.994...8..2....9.......15.9.....3.781.7........,324961785187524693659873421873216549945738162216495378468152937592347816731689254,24,2.6
664,......94....1.5.7.....74..29...2.7.5.5.6.....67.8..3..4.9...5....1........5..6..9,587263941294185673316974852948321765153647298672859314439718526861592437725436189,25,0.0
665,68..7....7...1.8.3...68.4...6..9..4.5..8...3...4...7.1479....5.....35.........1.6,681473295742519863935682417163297548527841639894356721479168352216735984358924176,27,3.2
666,.5..41..8.218......4...7..6..92...5.28....3.4....3..........76......4.1.3.....5..,753641928621893475948527136439278651287156394165439287894315762572964813316782549,24,0.0
667,6...1..5..5.....8..8...91......34..94.86...7..2.8..3.5.........5.4.6....37.......,643718952159326487287459136715234869438695271926871345862947513594163728371582694,24,0.0
668,2....1......73.6.219..6.........8..9..6.....54...5.3...7....8365..2..9.7.........,267841593854739612193562784315628479786394125429157368972415836531286947648973251,24,0.0
669,74.6..3........85.....1......9..7.8..3.4..1...12..9..62..76............9..3......,748695321961273854325814967659137482837426195412589736294768513586341279173952648,22,0.0
670,.4...........5.73.38......1...6.5..28....4..99......1.......3..4.7.........21.6.8,745321986261958734389476251134695872872134569956782413618549327427863195593217648,22,0.0
671,9.....1.7..3...2..754....6...8...94.4..2.8.......5....6..4.7......5....8..9.6..3.,926345187813976254754182369268713945435298716197654823682437591341529678579861432,24,0.0
672,...3....5....6..7.475.9...11....6.......8.....98.7.3...2...5.....7.1....5......46,261347895389561274475892631132956487754283169698174352926435718847619523513728946,23,1.1
673,3..8...691.....7...56.......4..798.6...58.21.....1....6.....3...9.14.........69.2,324857169189462753756391428541279836967583214832614597678925341293148675415736982,26,2.8
674,...1.6......2.7..6.5....8..7..9.3..43.98...7.8...6..2.1.2...93.......1.......2...,478156293913287456256439817761923584329845671845761329182674935637598142594312768,24,0.0
675,.17....6...2..93...3.8....9..41..........8.42.6..72.3...........2..17.9.1.....2.5,917325864842769351635841729284193576793658142561472938359286417428517693176934285,25,1.9
676,.9.8..2...4.....15.681.....932......7...42956....7.......79..3..1....4....6......,193857264247639815568124793932586147781342956654971382425798631319265478876413529,25,0.0
677,52...3..7.1.......4.68...19.5.4.6..12..31.9..9.........3..6.1..1............5..4.,529143687813679452476825319357496821284317965961582734735264198142938576698751243,25,0.0
678,216..4.....9.......345.....8...73.1........93....4..58..7..8.......2...949.1....6,216734985589612437734589162865973214142865793973241658627398541351426879498157326,25,2.5
679,897.6.2....698........5.........5.6...4.3.....6.41...7...2..5.17.1....2.9.....6..,897164235356982714412357896183725469574639182269418357648293571731546928925871643,25,5.0
680,.3.4...87.5..9......6..35..76.1...4.1.3....9..........6.7....1...27.83.6.........,239456187851297463476813529768139245123574698594682731687325914912748356345961872,24,1.2
681,..1......4..6.7...689.5..2.51...8...9..24.5.3......6......3286..384.....1....9...,371824956425697138689153427513968274967241583842375619794532861238416795156789342,27,0.0
682,7..2....91.....78...395...1.....9.....463.1..9..8...4...5.7...46.7...8.....4.....,756281439129364785483957621318749256574632198962815347235178964647593812891426573,25,0.0
683,........8...9.2.4..29...7....5......3.4..8...1.8..723.4..3..6.97............7.5.3,543716928817952346629843751275139864364528197198467235452381679731695482986274513,24,1.0
684,.3..4..8...87..31..5......4.6...3..2..7......9.5...87......2.3.54.......8.....547,236541789498726315751938624164873952387295461925614873679452138543187296812369547,25,0.0
685,6..72.43.......6.....8............4....4.62....31.58...5.6.4..9.7....38..1....7..,695721438837549612124863597561287943789436251243195876358674129476912385912358764,24,1.3
686,....5.9.8...96.7....8..3...74....8.6....4.52.8.5.2....51.....9.2.9........6...475,467152938123968754958473162742395816631847529895621347514786293279534681386219475,27,2.2
687,.4.36.9....2.5.1.38..........18....76..9..4...5.....6..8.........3...58....2.1...,145362978962758143837419625391846257628975431754123869289534716413697582576281394,23,0.0
688,...68...3....4.....54...6.....8...7..19..2..82....1.3....5...8.....2.4..983......,197685243632947851854213697345896172719432568268751934421579386576328419983164725,23,0.0
689,..13..9..3......162.....3.....974...73.....61.4......8...583..7..........8...6..5,861347952374259816295168374618974523739825461542631798926583147453712689187496235,24,1.9
690,87......9.....58....364.........47.5......2...2...1.....6.2.9...84.....3.9.5.....,875132469462975831913648572638294715541367298729851346156423987284719653397586124,22,4.0
691,....8421.....6.85.59.......3...7.1.4..6........9......2841..7.....7........458..3,763584219421963857598217346352879164146325978879641532284136795635792481917458623,25,0.0
692,.....92.728..67.5..5......9.4.13....3..8......1...65.4.....8.......7.1.25...2....,136459287289367451754281369647135928395842716812796534423918675968573142571624893,25,0.0
693,...29..1........5......18.48....3...17......93....4.7........2..6.1..3...2..68..1,684295713931487652257631894842973165175826439396514278718349526469152387523768941,23,4.7
694,5.7.......3....1.76......2...83.19...6.4....2.......4......9381..4....9..1.7.8...,597126438832954167641873529428361975763495812159287643275649381384512796916738254,24,1.5
695,...8....93...4.....4.5.7...7.....5.12..4.......3.8576.......97...26.3....9....4..,157832649328946157649517283784369521265471398913285764836154972472693815591728436,24,1.3
696,4...7.1..1.5...3.....6......1..8..6..8....5.4...5..9......92..8.2..16.9..........,468379152195248376237651849512984763389167524674523981751492638823716495946835217,22,4.6
697,3....852.5..1...89.1..653...58......6.4.2....12......3...67..1....9....4.....1.6.,376498521542137689819265347958314276634729158127586493485673912761952834293841765,27,0.0
698,.84..61.91.......2..2....3...8..276......9........7..5.......9..75.9...4..63..8.1,384526179169743582752918436948152763537469218621837945413285697875691324296374851,25,0.0
699,.4....9.6.....1...15.....4.427.5..6...3....58.1..2...9...9......7.2..5.....7.6...,348572916792461835156398742427859361963147258815623479234915687671284593589736124,24,0.0
700,.52........1....2.....4.98..951..2...6......4...9.3.1...4.1.....3..8...1.....67..,952638147481579326376241985895164273163827594247953618724315869639782451518496732,23,1.9
701,..1....478........3.5..4.....76..........2..49...418.6.83....5.....68......52..1.,291836547874215369365974281437689125618352794952741836183497652529168473746523918,24,0.0
702,..1....9....2...438.....2..9....5....3..92....7461...2..67............57.9.3..1..,321547698769281543845936271912875364638492715574613982156724839283169457497358126,24,1.8
703,.9.2.....5..1...9..27.........7.364.6............91.....8..59.13..4.72....5.2.4..,491286357536174892827539164912753648653842719784691523248365971369417285175928436,25,0.0
704,..4.9..5......53.6.9....2..3.....8......18....596...2.........5.2.5..1...784.....,634192758182745396795386214361254879247918563859673421913827645426539187578461932,23,0.0
705,.......3....189....89..6..22..9..3.1.7..6..4...63........4.1.........6..9.2...5..,761245839325189476489736152248957361173862945596314728657491283814523697932678514,23,2.6
706,....65....5.4...2..43....1...4..82..6...3.9..8.......6..........7..86..452....8..,287165439156493728943872615794618253612534987835729146468951372371286594529347861,23,0.0
707,89...14.......6..5...9.......6.1...2..8..2.6.37..8..4....4.8...43..5......9...1..,893521476714836295265947813956714382148392567372685941521468739437159628689273154,24,0.0
708,51.73.9..96.1..8.7....9..5.......2..3..56.........7.64.9...6.7........1.....854..,518732946962154837437698152786341295324569781159827364293416578845273619671985423,26,3.0
709,..2......91.53..6.67.....82..67..13......6.....1..4.2.1..9.5..7..........8..2..9.,342867951918532764675149382426758139839216475751394826163985247294673518587421693,25,0.0
710,..8...7121...3.48..4.....3.5...1.8..82...6........51.9.........68.92.5..3...51...,938564712157239486246187935579312864821496357463875129715648293684923571392751648,27,1.9
711,.14..2.7..3....2..8....1..3....25.1.39.....6...18.3.5.......72..7..6...4.4.......,514382976739456281826971543487625319395714862261893457653149728972568134148237695,25,2.5
712,65.2.9......8.........6.1.9........1.34..28..8..7.36.27....8.....2....7..4.3.6...,651239784973841265428567139267984351534612897819753642796428513382195476145376928,25,2.5
713,.2.6....99.4....1.3.1.........36.8....5.1....6..8.2...1.2...97....5....1..7..9..2,528641739964273518371958246719365824285714693643892157132486975496527381857139462,25,1.5
714,..49.1...2.......6...6...4..4.....57.83.75.....6..........3...47.....5....5..287.,364921785259748316817653249142386957983475621576219438628537194731894562495162873,23,3.4
715,36...........2....7..9....5......97...827...6......4..9.5..........412..6.25.9.17,369857124581426793724913865453168972198274536276395481915732648837641259642589317,24,1.7
